"OpCode","Family","species","MaxN","depth","temperature","sea","n_measure","min_FL","mean_FL","max_FL","sd_FL","se_FL","MoE_FL","ci_low","ci_high"
"isrwest141021B","Mullidae","Parupeneus macronemus",1,32.8,24,"red",1,189.22,189.22,189.22,NA,NA,NA,NA,NA
"isrwest141021B","Muraenidae","Gymnothorax flavimarginatus",1,32.8,24,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest141021B","Muraenidae","Gymnothorax undulatus",1,32.8,24,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest141021B","Pomacanthidae","Genicanthus caudovittatus",4,32.8,24,"red",3,119.32,130.19,140.62,10.66,6.15,12.06,118.13,142.25
"isrwest141021B","Pomacanthidae","Pygoplites diacanthus",2,32.8,24,"red",1,195.51,195.51,195.51,NA,NA,NA,NA,NA
"isrwest141021B","Pomacentridae","Dascyllus marginatus",2,32.8,24,"red",2,23.36,30.18,36.99,9.64,6.82,13.36,16.82,43.54
"isrwest141021B","Pomacentridae","Pomacentrus trichrourus",22,32.8,24,"red",2,34.28,40.55,46.82,8.87,6.27,12.29,28.26,52.85
"isrwest141021B","Pseudochromidae","Pseudochromis fridmani",2,32.8,24,"red",2,22.39,27.23,32.08,6.85,4.84,9.5,17.74,36.73
"isrwest141021B","Pseudochromidae","Pseudochromis springeri",1,32.8,24,"red",1,30.88,30.88,30.88,NA,NA,NA,NA,NA
"isrwest141021B","Scaridae","Chlorurus genazonatus",1,32.8,24,"red",1,379.64,379.64,379.64,NA,NA,NA,NA,NA
"isrwest141021B","Scaridae","Chlorurus sordidus",2,32.8,24,"red",2,205.95,212.87,219.79,9.79,6.92,13.56,199.3,226.43
"isrwest141021B","Scaridae","Scarus ferrugineus",3,32.8,24,"red",2,180.27,212.72,245.17,45.89,32.45,63.61,149.12,276.33
"isrwest141021B","Scaridae","Scarus frenatus",1,32.8,24,"red",1,381.29,381.29,381.29,NA,NA,NA,NA,NA
"isrwest141021B","Scaridae","Scarus fuscopurpureus",15,32.8,24,"red",12,262.24,294.42,345.45,22.57,6.52,12.77,281.64,307.19
"isrwest141021B","Scaridae","Scarus niger",1,32.8,24,"red",1,256.98,256.98,256.98,NA,NA,NA,NA,NA
"isrwest141021B","Serranidae","Cephalopholis argus",2,32.8,24,"red",2,133.49,136.17,138.85,3.79,2.68,5.25,130.92,141.42
"isrwest141021B","Serranidae","Cephalopholis miniata",2,32.8,24,"red",2,192.82,234.78,276.74,59.34,41.96,82.25,152.54,317.03
"isrwest141021B","Serranidae","Epinephelus fasciatus",4,32.8,24,"red",4,198.29,214.19,236.22,16.94,8.47,16.6,197.59,230.78
"isrwest141021B","Serranidae","Variola louti",2,32.8,24,"red",2,376.28,458.11,539.93,115.72,81.83,160.38,297.72,618.49
"isrwest141021B","Siganidae","Siganus luridus",3,32.8,24,"red",3,194.71,215.61,248.95,29.18,16.85,33.02,182.59,248.63
"isrwest141021B","Siganidae","Siganus stellatus",2,32.8,24,"red",2,253.7,262.9,272.11,13.01,9.2,18.03,244.87,280.94
"isrwest141021C","Ostraciidae","Tetrosomus gibbosus",1,145.3,21,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest141021C","Pinguipedidae","Parapercis somaliensis",1,145.3,21,"red",1,110.24,110.24,110.24,NA,NA,NA,NA,NA
"isrwest141021C","Sparidae","Argyrops megalommatus",2,145.3,21,"red",1,154.39,154.39,154.39,NA,NA,NA,NA,NA
"isrwest141021D","Balistidae","Pseudobalistes fuscus",1,54.6,24,"red",1,350.02,350.02,350.02,NA,NA,NA,NA,NA
"isrwest141021D","Balistidae","Sufflamen albicaudatum",1,54.6,24,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest141021D","Dasyatidae","Himantura uarnak",1,54.6,24,"red",1,2171.93,2171.93,2171.93,NA,NA,NA,NA,NA
"isrwest141021D","Labridae","Anampses lineatus",1,54.6,24,"red",1,55.09,55.09,55.09,NA,NA,NA,NA,NA
"isrwest141021D","Labridae","Cirrhilabrus blatteus",4,54.6,24,"red",3,80.2,88.11,101.59,11.73,6.77,13.28,74.83,101.38
"isrwest141021D","Lethrinidae","Lethrinus mahsena",1,54.6,24,"red",1,468.7,468.7,468.7,NA,NA,NA,NA,NA
"isrwest141021D","Lethrinidae","Lethrinus nebulosus",1,54.6,24,"red",1,512.91,512.91,512.91,NA,NA,NA,NA,NA
"isrwest141021D","Mullidae","Parupeneus cyclostomus",1,54.6,24,"red",1,287.03,287.03,287.03,NA,NA,NA,NA,NA
"isrwest141021D","Muraenidae","Gymnothorax nudivomer",1,54.6,24,"red",1,475,475,475,NA,NA,NA,NA,NA
"isrwest141021D","Scaridae","Scarus ferrugineus",1,54.6,24,"red",1,543.41,543.41,543.41,NA,NA,NA,NA,NA
"isrwest141021D","Siganidae","Siganus argenteus",1,54.6,24,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest141021D","Synodontidae","Synodus variegatus",1,54.6,24,"red",1,96.08,96.08,96.08,NA,NA,NA,NA,NA
"isrwest141021E","Monacanthidae","Thamnaconus erythraeensis",1,121.4,21,"red",1,225.26,225.26,225.26,NA,NA,NA,NA,NA
"isrwest141021E","Ostraciidae","Tetrosomus gibbosus",3,121.4,21,"red",2,232.13,235.5,238.88,4.78,3.38,6.62,228.88,242.12
"isrwest141021E","Serranidae","Variola louti",1,121.4,21,"red",1,513.76,513.76,513.76,NA,NA,NA,NA,NA
"isrwest141021F","Fistulariidae","Fistularia commersonii",1,71.8,24,"red",1,764.98,764.98,764.98,NA,NA,NA,NA,NA
"isrwest141021F","Lethrinidae","Gymnocranius grandoculis",1,71.8,24,"red",1,408.41,408.41,408.41,NA,NA,NA,NA,NA
"isrwest141021F","Lethrinidae","Lethrinus borbonicus",5,71.8,24,"red",5,220.82,245.67,269.11,22.99,10.28,20.15,225.52,265.82
"isrwest141021F","Mullidae","Parupeneus heptacanthus",8,71.8,24,"red",8,170.97,261.61,335.5,47.56,16.81,32.95,228.65,294.56
"isrwest141021F","Muraenidae","Gymnothorax nudivomer",1,71.8,24,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest141021F","Nemipteridae","Nemipterus zysron",1,71.8,24,"red",1,157.8,157.8,157.8,NA,NA,NA,NA,NA
"isrwest141021G","Nemipteridae","Nemipterus zysron",1,91,22,"red",1,183.95,183.95,183.95,NA,NA,NA,NA,NA
"isrwest141021H","Labridae","Choerodon robustus",1,67.5,24,"red",1,344.36,344.36,344.36,NA,NA,NA,NA,NA
"isrwest141021H","Lethrinidae","Lethrinus borbonicus",6,67.5,24,"red",6,232.18,248.63,264.94,11.42,4.66,9.14,239.49,257.77
"isrwest141021H","Mullidae","Parupeneus heptacanthus",10,67.5,24,"red",8,170.64,206.3,256.32,28.42,10.05,19.69,186.61,225.99
"isrwest141021H","Ostraciidae","Tetrosomus gibbosus",1,67.5,24,"red",1,255.93,255.93,255.93,NA,NA,NA,NA,NA
"isrwest141021I","Chaetodontidae","Chaetodon fasciatus",2,45.5,24,"red",2,199.49,206.77,214.06,10.3,7.28,14.28,192.49,221.05
"isrwest141021I","Gobiidae","Amblyeleotris sungami",1,45.5,24,"red",1,74.16,74.16,74.16,NA,NA,NA,NA,NA
"isrwest141021I","Lethrinidae","Lethrinus borbonicus",2,45.5,24,"red",2,226.21,244.44,262.67,25.78,18.23,35.73,208.71,280.17
"isrwest141021I","Muraenidae","Gymnothorax griseus",1,45.5,24,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest141021I","Pomacanthidae","Apolemichthys xanthotis",2,45.5,24,"red",1,159.92,159.92,159.92,NA,NA,NA,NA,NA
"isrwest141021I","Pomacanthidae","Pomacanthus maculosus",1,45.5,24,"red",1,533.6,533.6,533.6,NA,NA,NA,NA,NA
"isrwest141021I","Serranidae","Cephalopholis argus",1,45.5,24,"red",1,94.27,94.27,94.27,NA,NA,NA,NA,NA
"isrwest141021I","Serranidae","Epinephelus fasciatus",1,45.5,24,"red",1,239.94,239.94,239.94,NA,NA,NA,NA,NA
"isrwest141021I","Serranidae","Variola louti",2,45.5,24,"red",2,259.21,412.71,566.21,217.08,153.5,300.85,111.86,713.56
"isrwest180321A","Carangidae","Seriola dumerili",4,137,20,"red",1,773.94,773.94,773.94,NA,NA,NA,NA,NA
"isrwest180321A","Monacanthidae","Thamnaconus erythraeensis",2,137,20,"red",2,183.54,191.19,198.84,10.82,7.65,14.99,176.2,206.18
"isrwest180321A","Nemipteridae","Nemipterus zysron",2,137,20,"red",2,159.55,192.22,224.88,46.2,32.67,64.03,128.19,256.24
"isrwest180321A","Pinguipedidae","Parapercis somaliensis",2,137,20,"red",1,145.52,145.52,145.52,NA,NA,NA,NA,NA
"isrwest180321B","Muraenidae","Gymnothorax elegans",1,118.2,20,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest180321B","Muraenidae","Gymnothorax nudivomer",1,118.2,20,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest180321B","Pinguipedidae","Parapercis somaliensis",1,118.2,20,"red",1,128.38,128.38,128.38,NA,NA,NA,NA,NA
"isrwest180321C","Labridae","Choerodon robustus",3,92.3,21,"red",2,266.95,299.32,331.69,45.78,32.37,63.44,235.87,362.76
"isrwest180321C","Lethrinidae","Gymnocranius grandoculis",2,92.3,21,"red",2,250.01,336.76,423.51,122.68,86.75,170.03,166.73,506.79
"isrwest180321C","Monacanthidae","Thamnaconus erythraeensis",1,92.3,21,"red",1,216.45,216.45,216.45,NA,NA,NA,NA,NA
"isrwest180321C","Ostraciidae","Tetrosomus gibbosus",1,92.3,21,"red",1,235.58,235.58,235.58,NA,NA,NA,NA,NA
"isrwest180321C","Pinguipedidae","Parapercis somaliensis",1,92.3,21,"red",1,96.73,96.73,96.73,NA,NA,NA,NA,NA
"isrwest180321C","Serranidae","Epinephelus areolatus",1,92.3,21,"red",1,314.9,314.9,314.9,NA,NA,NA,NA,NA
"isrwest180321D","Carangidae","Carangoides fulvoguttatus",1,70.6,21,"red",1,459.3,459.3,459.3,NA,NA,NA,NA,NA
"isrwest180321D","Lethrinidae","Gymnocranius grandoculis",1,70.6,21,"red",1,436.31,436.31,436.31,NA,NA,NA,NA,NA
"isrwest180321D","Lethrinidae","Lethrinus nebulosus",1,70.6,21,"red",1,636.95,636.95,636.95,NA,NA,NA,NA,NA
"isrwest180321D","Nemipteridae","Nemipterus zysron",1,70.6,21,"red",1,417.93,417.93,417.93,NA,NA,NA,NA,NA
"isrwest180321D","Tetraodontidae","Lagocephalus sceleratus",1,70.6,21,"red",1,260.77,260.77,260.77,NA,NA,NA,NA,NA
"isrwest180321E","Chaetodontidae","Chaetodon paucifasciatus",2,53.3,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest180321E","Fistulariidae","Fistularia commersonii",1,53.3,22,"red",1,920.67,920.67,920.67,NA,NA,NA,NA,NA
"isrwest180321E","Labridae","Bodianus opercularis",3,53.3,22,"red",1,149.37,149.37,149.37,NA,NA,NA,NA,NA
"isrwest180321E","Labridae","Cirrhilabrus blatteus",3,53.3,22,"red",1,108.03,108.03,108.03,NA,NA,NA,NA,NA
"isrwest180321E","Labridae","Labroides dimidiatus",1,53.3,22,"red",1,89.27,89.27,89.27,NA,NA,NA,NA,NA
"isrwest180321E","Labridae","Paracheilinus octotaenia",89,53.3,22,"red",4,49.8,58.29,67.57,9.43,4.71,9.24,49.06,67.53
"isrwest180321E","Labridae","Pseudocheilinus evanidus",1,53.3,22,"red",1,76.13,76.13,76.13,NA,NA,NA,NA,NA
"isrwest180321E","Mullidae","Parupeneus macronemus",1,53.3,22,"red",1,131.45,131.45,131.45,NA,NA,NA,NA,NA
"isrwest180321E","Muraenidae","Gymnothorax nudivomer",1,53.3,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest180321E","Pomacanthidae","Apolemichthys xanthotis",2,53.3,22,"red",1,163.56,163.56,163.56,NA,NA,NA,NA,NA
"isrwest180321E","Pomacanthidae","Genicanthus caudovittatus",1,53.3,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest180321E","Pomacentridae","Chromis dimidiata",4,53.3,22,"red",1,55.88,55.88,55.88,NA,NA,NA,NA,NA
"isrwest180321E","Pomacentridae","Pomacentrus trichrourus",1,53.3,22,"red",1,65.17,65.17,65.17,NA,NA,NA,NA,NA
"isrwest180321E","Scaridae","Cetoscarus bicolor",1,53.3,22,"red",1,626.35,626.35,626.35,NA,NA,NA,NA,NA
"isrwest180321E","Serranidae","Cephalopholis miniata",2,53.3,22,"red",1,332.09,332.09,332.09,NA,NA,NA,NA,NA
"isrwest180321E","Serranidae","Pseudanthias taeniatus",5,53.3,22,"red",3,80.88,99.43,119.85,19.55,11.29,22.13,77.3,121.56
"isrwest180321E","Serranidae","Variola louti",1,53.3,22,"red",1,477.89,477.89,477.89,NA,NA,NA,NA,NA
"isrwest180321F","Balistidae","Balistapus undulatus",2,34.3,22,"red",2,265.33,311.17,357,64.82,45.84,89.84,221.33,401
"isrwest180321F","Balistidae","Pseudobalistes fuscus",1,34.3,22,"red",1,351.26,351.26,351.26,NA,NA,NA,NA,NA
"isrwest180321F","Balistidae","Sufflamen albicaudatum",1,34.3,22,"red",1,172,172,172,NA,NA,NA,NA,NA
"isrwest180321F","Chaetodontidae","Chaetodon auriga",1,34.3,22,"red",1,192.15,192.15,192.15,NA,NA,NA,NA,NA
"isrwest180321F","Labridae","Anampses twistii",1,34.3,22,"red",1,77.95,77.95,77.95,NA,NA,NA,NA,NA
"isrwest180321F","Labridae","Coris caudimacula",1,34.3,22,"red",1,169.73,169.73,169.73,NA,NA,NA,NA,NA
"isrwest180321F","Labridae","Oxycheilinus mentalis",1,34.3,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest180321F","Labridae","Paracheilinus octotaenia",8,34.3,22,"red",7,67.4,86.56,98.69,9.56,3.61,7.08,79.48,93.65
"isrwest180321F","Labridae","Pseudocheilinus evanidus",3,34.3,22,"red",3,95.95,121.67,149.66,26.93,15.55,30.47,91.2,152.14
"isrwest180321F","Lethrinidae","Lethrinus mahsena",3,34.3,22,"red",3,106.25,349.81,512.35,214.83,124.03,243.1,106.7,592.91
"isrwest180321F","Monacanthidae","Pervagor randalli",1,34.3,22,"red",1,60.38,60.38,60.38,NA,NA,NA,NA,NA
"isrwest180321F","Mullidae","Parupeneus forsskali",2,34.3,22,"red",1,97.04,97.04,97.04,NA,NA,NA,NA,NA
"isrwest180321F","Mullidae","Parupeneus macronemus",2,34.3,22,"red",1,81.71,81.71,81.71,NA,NA,NA,NA,NA
"isrwest180321F","Muraenidae","Gymnothorax nudivomer",1,34.3,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest180321F","Myliobatidae","Aetobatus ocellatus",1,34.3,22,"red",1,1234.25,1234.25,1234.25,NA,NA,NA,NA,NA
"isrwest180321F","Ostraciidae","Tetrosomus gibbosus",1,34.3,22,"red",1,239.33,239.33,239.33,NA,NA,NA,NA,NA
"isrwest180321F","Pomacentridae","Pomacentrus trichrourus",11,34.3,22,"red",3,56.7,63.87,72.86,8.23,4.75,9.31,54.56,73.19
"isrwest180321F","Serranidae","Cephalopholis hemistiktos",3,34.3,22,"red",1,122.87,122.87,122.87,NA,NA,NA,NA,NA
"isrwest180321F","Serranidae","Variola louti",3,34.3,22,"red",3,412.47,456.4,531.38,65.26,37.68,73.84,382.56,530.24
"isrwest180321F","Siganidae","Siganus argenteus",4,34.3,22,"red",4,217.1,271.75,346.99,55.99,28,54.87,216.88,326.62
"isrwest180321G","Nemipteridae","Nemipterus zysron",3,140,19,"red",3,151.24,206.43,250.34,50.5,29.16,57.15,149.28,263.57
"isrwest180321G","Pinguipedidae","Parapercis somaliensis",1,140,19,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest180321G","Sparidae","Argyrops megalommatus",1,140,19,"red",1,135.1,135.1,135.1,NA,NA,NA,NA,NA
"isrwest180321H","Acanthuridae","Acanthurus nigrofuscus",2,8.1,22,"red",2,123.64,138.66,153.68,21.24,15.02,29.44,109.22,168.1
"isrwest180321H","Acanthuridae","Ctenochaetus striatus",2,8.1,22,"red",2,154.33,178.81,203.28,34.61,24.47,47.97,130.84,226.78
"isrwest180321H","Acanthuridae","Zebrasoma xanthurum",2,8.1,22,"red",2,175.37,192.33,209.29,23.99,16.96,33.25,159.08,225.57
"isrwest180321H","Balistidae","Balistapus undulatus",1,8.1,22,"red",1,283.12,283.12,283.12,NA,NA,NA,NA,NA
"isrwest180321H","Balistidae","Sufflamen albicaudatum",2,8.1,22,"red",2,151.71,156.17,160.63,6.31,4.46,8.74,147.43,164.92
"isrwest180321H","Caesionidae","Caesio lunaris",14,8.1,22,"red",11,175.72,221.78,261.37,25.71,7.75,15.19,206.59,236.97
"isrwest180321H","Caesionidae","Caesio suevica",73,8.1,22,"red",26,164.3,234.85,345.5,39.79,7.8,15.3,219.56,250.15
"isrwest180321H","Chaetodontidae","Chaetodon auriga",2,8.1,22,"red",2,171.47,172.96,174.46,2.11,1.49,2.93,170.03,175.89
"isrwest180321H","Chaetodontidae","Chaetodon paucifasciatus",2,8.1,22,"red",2,110.53,114.26,117.99,5.27,3.73,7.31,106.95,121.56
"isrwest180321H","Labridae","Bodianus anthioides",1,8.1,22,"red",1,157.25,157.25,157.25,NA,NA,NA,NA,NA
"isrwest180321H","Labridae","Cheilinus abudjubbe",2,8.1,22,"red",2,212.58,254.62,296.66,59.46,42.04,82.4,172.22,337.02
"isrwest180321H","Lethrinidae","Lethrinus borbonicus",2,8.1,22,"red",1,304.72,304.72,304.72,NA,NA,NA,NA,NA
"isrwest180321H","Lethrinidae","Lethrinus mahsena",1,8.1,22,"red",1,442.07,442.07,442.07,NA,NA,NA,NA,NA
"isrwest180321H","Monacanthidae","Aluterus scriptus",1,8.1,22,"red",1,832.56,832.56,832.56,NA,NA,NA,NA,NA
"isrwest180321H","Mullidae","Parupeneus cyclostomus",3,8.1,22,"red",3,167.48,181.25,196.61,14.63,8.45,16.56,164.69,197.81
"isrwest180321H","Mullidae","Parupeneus forsskali",6,8.1,22,"red",5,179.88,199.12,236.1,22.76,10.18,19.95,179.16,219.07
"isrwest180321H","Mullidae","Parupeneus macronemus",1,8.1,22,"red",1,199.52,199.52,199.52,NA,NA,NA,NA,NA
"isrwest180321H","Ophichthidae","Myrichthys maculosus",1,8.1,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest180321H","Pomacanthidae","Apolemichthys xanthotis",1,8.1,22,"red",1,115.93,115.93,115.93,NA,NA,NA,NA,NA
"isrwest180321H","Pomacentridae","Dascyllus trimaculatus",7,8.1,22,"red",6,118.47,134.89,147.48,12.42,5.07,9.94,124.95,144.83
"isrwest180321H","Scaridae","Chlorurus sordidus",2,8.1,22,"red",2,222.36,233,243.64,15.05,10.64,20.85,212.15,253.86
"isrwest180321H","Scaridae","Scarus ferrugineus",1,8.1,22,"red",1,371.42,371.42,371.42,NA,NA,NA,NA,NA
"isrwest180321H","Serranidae","Epinephelus fasciatus",10,8.1,22,"red",6,240.41,267.67,286.88,17.78,7.26,14.23,253.44,281.9
"isrwest180321H","Serranidae","Variola louti",1,8.1,22,"red",1,287.92,287.92,287.92,NA,NA,NA,NA,NA
"isrwest180321H","Siganidae","Siganus argenteus",19,8.1,22,"red",10,134.35,188.13,208.64,20.64,6.53,12.79,175.34,200.93
"isrwest240220A","Balistidae","Odonus niger",1,10,21,"red",1,307.69,307.69,307.69,NA,NA,NA,NA,NA
"isrwest240220A","Caesionidae","Caesio suevica",4,10,21,"red",3,204.35,228.53,240.71,20.94,12.09,23.69,204.84,252.22
"isrwest240220A","Chaetodontidae","Heniochus intermedius",1,10,21,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest240220A","Labridae","Coris aygula",2,10,21,"red",2,469.46,469.5,469.55,0.06,0.04,0.08,469.42,469.59
"isrwest240220A","Lethrinidae","Lethrinus borbonicus",1,10,21,"red",1,262.71,262.71,262.71,NA,NA,NA,NA,NA
"isrwest240220A","Lethrinidae","Lethrinus mahsena",1,10,21,"red",1,417.04,417.04,417.04,NA,NA,NA,NA,NA
"isrwest240220A","Lethrinidae","Lethrinus nebulosus",1,10,21,"red",1,474.01,474.01,474.01,NA,NA,NA,NA,NA
"isrwest240220A","Ophichthidae","Myrichthys maculosus",1,10,21,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest240220A","Pomacanthidae","Pomacanthus imperator",1,10,21,"red",1,283.87,283.87,283.87,NA,NA,NA,NA,NA
"isrwest240220A","Scaridae","Scarus ferrugineus",2,10,21,"red",2,301.24,328.38,355.52,38.38,27.14,53.2,275.18,381.58
"isrwest240220A","Scaridae","Scarus fuscopurpureus",11,10,21,"red",11,254.86,290.74,312.89,21.16,6.38,12.51,278.23,303.24
"isrwest240220A","Serranidae","Aethaloperca rogaa",1,10,21,"red",1,292.12,292.12,292.12,NA,NA,NA,NA,NA
"isrwest240220A","Serranidae","Epinephelus fasciatus",2,10,21,"red",2,291.26,315.92,340.57,34.86,24.65,48.31,267.6,364.23
"isrwest240220A","Serranidae","Variola louti",2,10,21,"red",2,359.47,482.44,605.42,173.92,122.98,241.03,241.41,723.48
"isrwest240220A","Siganidae","Siganus argenteus",2,10,21,"red",2,281.38,291.15,300.92,13.82,9.77,19.15,272,310.3
"isrwest240220B","Acanthuridae","Naso unicornis",1,20,21,"red",1,530.12,530.12,530.12,NA,NA,NA,NA,NA
"isrwest240220B","Balistidae","Balistapus undulatus",1,20,21,"red",1,250.39,250.39,250.39,NA,NA,NA,NA,NA
"isrwest240220B","Balistidae","Odonus niger",13,20,21,"red",13,174.88,259.18,388.66,60.44,16.76,32.85,226.33,292.03
"isrwest240220B","Balistidae","Sufflamen albicaudatum",1,20,21,"red",1,182.36,182.36,182.36,NA,NA,NA,NA,NA
"isrwest240220B","Chaetodontidae","Chaetodon auriga",2,20,21,"red",2,167.28,174,180.72,9.5,6.72,13.17,160.83,187.17
"isrwest240220B","Chaetodontidae","Chaetodon fasciatus",2,20,21,"red",2,167.82,173.25,178.69,7.69,5.44,10.65,162.6,183.91
"isrwest240220B","Labridae","Coris aygula",1,20,21,"red",1,568.7,568.7,568.7,NA,NA,NA,NA,NA
"isrwest240220B","Labridae","Oxycheilinus mentalis",2,20,21,"red",2,47.11,56.45,65.79,13.21,9.34,18.3,38.15,74.75
"isrwest240220B","Labridae","Paracheilinus octotaenia",32,20,21,"red",22,29.87,47.83,66.22,10.28,2.19,4.3,43.53,52.12
"isrwest240220B","Lethrinidae","Gymnocranius grandoculis",1,20,21,"red",1,443.89,443.89,443.89,NA,NA,NA,NA,NA
"isrwest240220B","Lethrinidae","Lethrinus mahsena",1,20,21,"red",1,436.86,436.86,436.86,NA,NA,NA,NA,NA
"isrwest240220B","Lethrinidae","Lethrinus nebulosus",2,20,21,"red",2,379.43,448.24,517.05,97.32,68.81,134.87,313.37,583.11
"isrwest240220B","Mullidae","Parupeneus cyclostomus",1,20,21,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest240220B","Muraenidae","Gymnothorax nudivomer",1,20,21,"red",1,592.34,592.34,592.34,NA,NA,NA,NA,NA
"isrwest240220B","Pomacanthidae","Apolemichthys xanthotis",1,20,21,"red",1,225.79,225.79,225.79,NA,NA,NA,NA,NA
"isrwest240220B","Pomacentridae","Amblyglyphidodon indicus",8,20,21,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest240220B","Pomacentridae","Pomacentrus trichrourus",1,20,21,"red",1,30.8,30.8,30.8,NA,NA,NA,NA,NA
"isrwest240220B","Scaridae","Scarus ferrugineus",1,20,21,"red",1,474.31,474.31,474.31,NA,NA,NA,NA,NA
"isrwest240220B","Serranidae","Variola louti",1,20,21,"red",1,519.9,519.9,519.9,NA,NA,NA,NA,NA
"isrwest240220B","Siganidae","Siganus argenteus",7,20,21,"red",5,200.73,220.65,257.15,22.07,9.87,19.35,201.3,240
"isrwest240220C","Chaetodontidae","Chaetodon auriga",2,40.4,21,"red",2,170.43,175.21,179.98,6.76,4.78,9.36,165.84,184.57
"isrwest240220C","Chaetodontidae","Chaetodon paucifasciatus",1,40.4,21,"red",1,100.77,100.77,100.77,NA,NA,NA,NA,NA
"isrwest240220C","Labridae","Coris caudimacula",1,40.4,21,"red",1,160.55,160.55,160.55,NA,NA,NA,NA,NA
"isrwest240220C","Labridae","Paracheilinus octotaenia",6,40.4,21,"red",2,24.04,27.32,30.59,4.63,3.27,6.41,20.9,33.73
"isrwest240220C","Mullidae","Parupeneus macronemus",1,40.4,21,"red",1,196.36,196.36,196.36,NA,NA,NA,NA,NA
"isrwest240220C","Muraenidae","Gymnothorax nudivomer",1,40.4,21,"red",1,575.22,575.22,575.22,NA,NA,NA,NA,NA
"isrwest240220C","Pomacanthidae","Centropyge multispinis",2,40.4,21,"red",1,69.04,69.04,69.04,NA,NA,NA,NA,NA
"isrwest240220C","Pomacanthidae","Genicanthus caudovittatus",3,40.4,21,"red",3,86.16,94.95,102.3,8.16,4.71,9.24,85.71,104.18
"isrwest240220C","Pomacentridae","Pomacentrus trichrourus",10,40.4,21,"red",5,32.77,64.12,116.75,31.63,14.15,27.73,36.4,91.85
"isrwest240220C","Scaridae","Calotomus viridescens",2,40.4,21,"red",2,124.67,158.05,191.44,47.21,33.39,65.44,92.62,223.49
"isrwest240220C","Serranidae","Cephalopholis hemistiktos",3,40.4,21,"red",3,110.32,126.03,145.78,18.07,10.43,20.45,105.58,146.48
"isrwest240220C","Serranidae","Variola louti",1,40.4,21,"red",1,453.29,453.29,453.29,NA,NA,NA,NA,NA
"isrwest240220C","Synodontidae","Synodus variegatus",1,40.4,21,"red",1,111.04,111.04,111.04,NA,NA,NA,NA,NA
"isrwest240220D","Nemipteridae","Nemipterus zysron",8,60.9,20,"red",8,93.34,151.25,214.69,44.15,15.61,30.59,120.65,181.84
"isrwest240220D","Ostraciidae","Tetrosomus gibbosus",1,60.9,20,"red",1,236.58,236.58,236.58,NA,NA,NA,NA,NA
"isrwest240220E","Chaetodontidae","Heniochus diphreutes",5,76.6,21,"red",5,114.35,134.44,152.72,13.68,6.12,11.99,122.45,146.43
"isrwest240220E","Fistulariidae","Fistularia commersonii",2,76.6,21,"red",1,652.92,652.92,652.92,NA,NA,NA,NA,NA
"isrwest240220E","Labridae","Choerodon robustus",2,76.6,21,"red",2,357.25,372.88,388.51,22.11,15.63,30.64,342.24,403.52
"isrwest240220E","Labridae","Cirrhilabrus blatteus",4,76.6,21,"red",3,40.37,51.36,61.6,10.63,6.14,12.03,39.32,63.39
"isrwest240220E","Lethrinidae","Gymnocranius grandoculis",2,76.6,21,"red",2,184.68,207.8,230.91,32.69,23.12,45.31,162.49,253.1
"isrwest240220E","Lethrinidae","Lethrinus borbonicus",18,76.6,21,"red",13,193.36,222.06,277.25,24.12,6.69,13.11,208.95,235.17
"isrwest240220E","Monacanthidae","Aluterus scriptus",1,76.6,21,"red",1,589.59,589.59,589.59,NA,NA,NA,NA,NA
"isrwest240220E","Mullidae","Parupeneus rubescens",1,76.6,21,"red",1,280.38,280.38,280.38,NA,NA,NA,NA,NA
"isrwest240220E","Muraenidae","Gymnothorax johnsoni",1,76.6,21,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest240220E","Ostraciidae","Tetrosomus gibbosus",1,76.6,21,"red",1,350.39,350.39,350.39,NA,NA,NA,NA,NA
"isrwest240220E","Pomacanthidae","Apolemichthys xanthotis",2,76.6,21,"red",2,186.58,190.1,193.62,4.97,3.52,6.89,183.21,196.99
